Season,RANK,NAME,TEAM,POS,SALARY,YEARS,TOTAL VALUE
2007 - 2008,483,Derek Boogaard,MIN,LW,"$750,000 ",1 (2007),"$750,000 "
2007 - 2008,483,Eric Perrin,WPG,C,"$750,000 ",1 (2007),"$750,000 "
2007 - 2008,483,Erik Christensen,WPG,C,"$750,000 ",1 (2007),"$750,000 "
2007 - 2008,483,Ian White,TOR,D,"$750,000 ",1 (2007),"$750,000 "
2007 - 2008,483,Jed Ortmeyer,NSH,RW,"$750,000 ",1 (2007),"$750,000 "
2007 - 2008,483,Jim Slater,WPG,C,"$750,000 ",1 (2007),"$750,000 "
2007 - 2008,483,Josef Vasicek,NYI,C,"$750,000 ",1 (2007),"$750,000 "
2007 - 2008,483,Paul Gaustad,BUF,C,"$750,000 ",1 (2007),"$750,000 "
2007 - 2008,483,Paul Ranger,TBL,D,"$750,000 ",1 (2007),"$750,000 "
2007 - 2008,483,Scott Nichol,NSH,C,"$750,000 ",1 (2007),"$750,000 "
2007 - 2008,483,Toby Enstrom,WPG,D,"$750,000 ",1 (2007),"$750,000 "
2007 - 2008,496,Marc-Edouard Vlasic,SJS,D,"$735,000 ",1 (2007),"$735,000 "
2007 - 2008,497,Brooks Laich,WSH,C,"$725,000 ",1 (2007),"$725,000 "
2007 - 2008,497,Bryan Berard,NYI,D,"$725,000 ",1 (2007),"$725,000 "
2007 - 2008,497,Jeff Cowan,VAN,LW,"$725,000 ",1 (2007),"$725,000 "
2007 - 2008,497,Steve McCarthy,WPG,D,"$725,000 ",1 (2007),"$725,000 "
2007 - 2008,501,Ladislav Smid,EDM,D,"$720,759 ",1 (2007),"$720,759 "
2007 - 2008,502,Kurt Sauer,COL,D,"$719,250 ",1 (2007),"$719,250 "
2007 - 2008,503,Torrey Mitchell,SJS,C,"$715,000 ",1 (2007),"$715,000 "
2007 - 2008,504,Arron Asham,NJD,RW,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Blake Comeau,NYI,RW,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Curtis Brown,SJS,C,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Dominic Moore,TOR,C,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Greg Zanon,NSH,D,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Jan Hlavac,TBL,LW,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Jay McClement,STL,C,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Jiri Novotny,CBJ,C,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Joe DiPenta,ANA,D,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Joel Lundqvist,DAL,C,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Jordin Tootoo,NSH,RW,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Josh Harding,MIN,G,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Magnus Johansson,FLA,D,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Matt Bradley,WSH,RW,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Nathan Paetsch,BUF,D,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Patrice Brisebois,MTL,D,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Peter Budaj,COL,G,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Radek Martinek,NYI,D,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,504,Rob Scuderi,PIT,D,"$700,000 ",1 (2007),"$700,000 "
2007 - 2008,523,Erik Nystrom,CGY,LW,"$693,000 ",1 (2007),"$693,000 "
2007 - 2008,524,Alexander Radulov,NSH,RW,"$688,940 ",1 (2007),"$688,940 "
2007 - 2008,524,Cam Barker,CHI,D,"$688,940 ",1 (2007),"$688,940 "
2007 - 2008,526,Paul Stastny,COL,C,"$685,000 ",1 (2007),"$685,000 "
2007 - 2008,527,Branko Radivojevic,MIN,RW,"$680,000 ",1 (2007),"$680,000 "
2007 - 2008,527,Thomas Greiss,SJS,G,"$680,000 ",1 (2007),"$680,000 "
2007 - 2008,529,Byron Ritchie,VAN,C,"$675,000 ",1 (2007),"$675,000 "
2007 - 2008,529,Daniel Cleary,DET,RW,"$675,000 ",1 (2007),"$675,000 "
2007 - 2008,529,Dustin Byfuglien,CHI,D,"$675,000 ",1 (2007),"$675,000 "
2007 - 2008,529,Kevin Weekes,NJD,G,"$675,000 ",1 (2007),"$675,000 "
2007 - 2008,529,Nicklas Grossmann,DAL,D,"$675,000 ",1 (2007),"$675,000 "
2007 - 2008,529,Niklas Hagman,DAL,LW,"$675,000 ",1 (2007),"$675,000 "
2007 - 2008,535,Alexei Semenov,SJS,D,"$650,000 ",1 (2007),"$650,000 "
2007 - 2008,535,Andy Hilbert,NYI,LW,"$650,000 ",1 (2007),"$650,000 "
2007 - 2008,535,Boyd Gordon,WSH,RW,"$650,000 ",1 (2007),"$650,000 "
2007 - 2008,535,Dustin Boyd,CGY,C,"$650,000 ",1 (2007),"$650,000 "
2007 - 2008,535,James Wisniewski,CHI,D,"$650,000 ",1 (2007),"$650,000 "
2007 - 2008,535,Jason Ward,TBL,RW,"$650,000 ",1 (2007),"$650,000 "
2007 - 2008,535,Jody Shelley,SJS,LW,"$650,000 ",1 (2007),"$650,000 "
2007 - 2008,535,Karri Ramo,TBL,G,"$650,000 ",1 (2007),"$650,000 "
2007 - 2008,535,Kevyn Adams,CHI,C,"$650,000 ",1 (2007),"$650,000 "
2007 - 2008,535,Loui Eriksson,DAL,LW,"$650,000 ",1 (2007),"$650,000 "
2007 - 2008,535,Maxime Talbot,PIT,C,"$650,000 ",1 (2007),"$650,000 "
2007 - 2008,535,Mike Zigomanis,ARI,C,"$650,000 ",1 (2007),"$650,000 "
2007 - 2008,535,Patrick O`Sullivan,LAK,C,"$650,000 ",1 (2007),"$650,000 "
2007 - 2008,548,Brandon Dubinsky,NYR,C,"$645,000 ",1 (2007),"$645,000 "
2007 - 2008,549,Mike Lundin,TBL,D,"$637,500 ",1 (2007),"$637,500 "
2007 - 2008,550,Mason Raymond,VAN,LW,"$635,000 ",1 (2007),"$635,000 "
2007 - 2008,550,Stephen Valiquette,NYR,G,"$635,000 ",1 (2007),"$635,000 "
2007 - 2008,552,Clarke MacArthur,BUF,LW,"$625,000 ",1 (2007),"$625,000 "
2007 - 2008,552,David Booth,FLA,LW,"$625,000 ",1 (2007),"$625,000 "
2007 - 2008,552,Randy Robitaille,OTT,C,"$625,000 ",1 (2007),"$625,000 "
2007 - 2008,552,Sandis Ozolinsh,SJS,D,"$625,000 ",1 (2007),"$625,000 "
2007 - 2008,552,Wade Belak,FLA,RW,"$625,000 ",1 (2007),"$625,000 "
2007 - 2008,557,Ryan Getzlaf,ANA,C,"$623,200 ",1 (2007),"$623,200 "
2007 - 2008,558,Blair Betts,NYR,C,"$615,000 ",1 (2007),"$615,000 "
2007 - 2008,559,Andrei Kostitsyn,MTL,LW,"$611,800 ",1 (2007),"$611,800 "
2007 - 2008,560,Keith Yandle,ARI,D,"$610,000 ",1 (2007),"$610,000 "
2007 - 2008,561,Alex Auld,BOS,G,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Andy Greene,NJD,D,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Brad May,ANA,LW,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Brad Richardson,COL,RW,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Brandon Bochenski,NSH,RW,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Chris Campoli,NYI,D,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Craig Adams,CHI,RW,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Curtis Sanford,VAN,G,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,David Tanabe,CAR,D,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Dennis Wideman,BOS,D,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Jaroslav Hlinka,COL,C,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Johnny Oduya,NJD,D,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Kent Huskins,ANA,D,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Mark Streit,MTL,D,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Matt Walker,STL,D,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Mike Weaver,VAN,D,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Ole-Kristian Tollefsen,CBJ,D,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Ryane Clowe,SJS,LW,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,561,Trevor Linden,VAN,C,"$600,000 ",1 (2007),"$600,000 "
2007 - 2008,580,Patrick Rissmiller,SJS,C,"$595,000 ",1 (2007),"$595,000 "
2007 - 2008,580,Stephane Veilleux,MIN,LW,"$595,000 ",1 (2007),"$595,000 "
2007 - 2008,582,David Hale,CGY,D,"$590,000 ",1 (2007),"$590,000 "
2007 - 2008,583,Daniel Paille,BUF,LW,"$585,200 ",1 (2007),"$585,200 "
2007 - 2008,584,Kris Beech,PIT,C,"$585,000 ",1 (2007),"$585,000 "
2007 - 2008,584,Matt Niskanen,DAL,D,"$585,000 ",1 (2007),"$585,000 "
2007 - 2008,584,Milan Lucic,BOS,LW,"$585,000 ",1 (2007),"$585,000 "
2007 - 2008,584,Nick Foligno,OTT,LW,"$585,000 ",1 (2007),"$585,000 "
2007 - 2008,584,Steve Downie,PHI,RW,"$585,000 ",1 (2007),"$585,000 "
2007 - 2008,584,T.J. Hensick,COL,C,"$585,000 ",1 (2007),"$585,000 "
2007 - 2008,590,Adam Burish,CHI,RW,"$575,000 ",1 (2007),"$575,000 "
2007 - 2008,590,David Moss,CGY,LW,"$575,000 ",1 (2007),"$575,000 "
2007 - 2008,590,Erik Ersberg,LAK,G,"$575,000 ",1 (2007),"$575,000 "
2007 - 2008,590,Ryan Callahan,NYR,RW,"$575,000 ",1 (2007),"$575,000 "
2007 - 2008,594,Maxim Lapierre,MTL,C,"$562,500 ",1 (2007),"$562,500 "
2007 - 2008,595,Kris Letang,PIT,D,"$560,000 ",1 (2007),"$560,000 "
2007 - 2008,595,Ryan Carter,ANA,LW,"$560,000 ",1 (2007),"$560,000 "
2007 - 2008,595,Sergei Kostitsyn,MTL,LW,"$560,000 ",1 (2007),"$560,000 "
2007 - 2008,598,David Clarkson,NJD,RW,"$555,000 ",1 (2007),"$555,000 "
2007 - 2008,599,Rod Pelley,NJD,C,"$552,500 ",1 (2007),"$552,500 "
2007 - 2008,600,Alexander Edler,VAN,D,"$550,000 ",1 (2007),"$550,000 "
2007 - 2008,600,Ben Eager,CHI,LW,"$550,000 ",1 (2007),"$550,000 "
2007 - 2008,600,Boyd Devereaux,TOR,C,"$550,000 ",1 (2007),"$550,000 "
2007 - 2008,600,Brett Lebda,DET,D,"$550,000 ",1 (2007),"$550,000 "
2007 - 2008,600,Brian McGrattan,OTT,RW,"$550,000 ",1 (2007),"$550,000 "
2007 - 2008,600,Dallas Drake,DET,RW,"$550,000 ",1 (2007),"$550,000 "
2007 - 2008,600,Dan Girardi,NYR,D,"$550,000 ",1 (2007),"$550,000 "
2007 - 2008,600,Douglas Murray,SJS,D,"$550,000 ",1 (2007),"$550,000 "
2007 - 2008,600,Kevin Bieksa,VAN,D,"$550,000 ",1 (2007),"$550,000 "
2007 - 2008,600,Kris Russell,CBJ,D,"$550,000 ",1 (2007),"$550,000 "
2007 - 2008,600,Nolan Pratt,BUF,D,"$550,000 ",1 (2007),"$550,000 "
2007 - 2008,600,Rory Fitzpatrick,PHI,D,"$550,000 ",1 (2007),"$550,000 "
2007 - 2008,600,Tyler Kennedy,PIT,C,"$550,000 ",1 (2007),"$550,000 "
2007 - 2008,600,Vladimir Sobotka,BOS,C,"$550,000 ",1 (2007),"$550,000 "
2007 - 2008,614,Patrick Thoresen,PHI,LW,"$545,500 ",1 (2007),"$545,500 "
2007 - 2008,615,Jared Boll,CBJ,RW,"$545,000 ",1 (2007),"$545,000 "
2007 - 2008,616,Jassen Cullimore,FLA,D,"$535,000 ",1 (2007),"$535,000 "
2007 - 2008,616,Mark Popovic,WPG,D,"$535,000 ",1 (2007),"$535,000 "
2007 - 2008,618,Hannu Toivonen,STL,G,"$532,000 ",1 (2007),"$532,000 "
2007 - 2008,619,Aaron Downey,DET,RW,"$525,000 ",1 (2007),"$525,000 "
2007 - 2008,619,Adam Hall,PIT,RW,"$525,000 ",1 (2007),"$525,000 "
2007 - 2008,619,Brad Isbister,VAN,LW,"$525,000 ",1 (2007),"$525,000 "
2007 - 2008,619,Colton Orr,NYR,RW,"$525,000 ",1 (2007),"$525,000 "
2007 - 2008,619,Craig Anderson,FLA,G,"$525,000 ",1 (2007),"$525,000 "
2007 - 2008,619,Daniel Carcillo,ARI,LW,"$525,000 ",1 (2007),"$525,000 "
2007 - 2008,619,Daniel Winnik,ARI,C,"$525,000 ",1 (2007),"$525,000 "
2007 - 2008,619,David Steckel,WSH,C,"$525,000 ",1 (2007),"$525,000 "
2007 - 2008,619,Eric Boulton,WPG,LW,"$525,000 ",1 (2007),"$525,000 "
2007 - 2008,619,Freddy Meyer,NYI,D,"$525,000 ",1 (2007),"$525,000 "
2007 - 2008,619,George Parros,ANA,RW,"$525,000 ",1 (2007),"$525,000 "
2007 - 2008,619,Gregory Campbell,FLA,C,"$525,000 ",1 (2007),"$525,000 "
2007 - 2008,619,John Erskine,WSH,D,"$525,000 ",1 (2007),"$525,000 "
2007 - 2008,619,Randy Jones,PHI,D,"$525,000 ",1 (2007),"$525,000 "
2007 - 2008,619,Rob Davison,SJS,D,"$525,000 ",1 (2007),"$525,000 "
2007 - 2008,634,Curtis Glencross,EDM,LW,"$522,500 ",1 (2007),"$522,500 "
2007 - 2008,635,Matt Jones,ARI,D,"$522,250 ",1 (2007),"$522,250 "
2007 - 2008,636,Darcy Hordichuk,NSH,LW,"$517,000 ",1 (2007),"$517,000 "
2007 - 2008,637,Kyle Cumiskey,COL,D,"$512,500 ",1 (2007),"$512,500 "
2007 - 2008,638,Brad Larsen,WPG,LW,"$510,000 ",1 (2007),"$510,000 "
2007 - 2008,638,Tanner Glass,FLA,LW,"$510,000 ",1 (2007),"$510,000 "
2007 - 2008,640,Matt Foy,MIN,RW,"$506,000 ",1 (2007),"$506,000 "
2007 - 2008,641,Andreas Karlsson,TBL,C,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Andrew Peters,BUF,LW,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Andy Wozniewski,TOR,D,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Bobby Allen,BOS,D,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Chad LaRose,CAR,F,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Craig MacDonald,TBL,C,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,D.J. King,STL,LW,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Dan Ellis,NSH,G,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Dany Sabourin,PIT,G,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Glen Metropolit,BOS,C,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Jaroslav Halak,MTL,G,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Jason Strudwick,NYR,D,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Jeff Taffe,PIT,LW,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Jeremy Roenick,SJS,C,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Jim Dowd,PHI,C,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,John Zeiler,LAK,RW,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Jonathan Hedstrom,ANA,RW,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Luke Richardson,OTT,D,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Mike Rupp,NJD,RW,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Nick Tarnasky,TBL,C,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Riley Cote,PHI,LW,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Ryan Hollweg,NYR,C,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Sean Bergenheim,NYI,LW,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Shawn Thornton,BOS,LW,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Sheldon Brookbank,NJD,D,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Tim Jackman,NYI,RW,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Ty Conklin,PIT,G,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,641,Wade Dubielewicz,NYI,G,"$500,000 ",1 (2007),"$500,000 "
2007 - 2008,669,Aaron Voros,MIN,LW,"$495,000 ",1 (2007),"$495,000 "
2007 - 2008,669,Joel Perreault,ARI,C,"$495,000 ",1 (2007),"$495,000 "
2007 - 2008,669,Josh Gorges,MTL,D,"$495,000 ",1 (2007),"$495,000 "
2007 - 2008,669,Kamil Kreps,FLA,C,"$495,000 ",1 (2007),"$495,000 "
2007 - 2008,669,Kyle Brodziak,EDM,C,"$495,000 ",1 (2007),"$495,000 "
2007 - 2008,669,Tomas Fleischmann,WSH,C,"$495,000 ",1 (2007),"$495,000 "
2007 - 2008,675,Corey Perry,ANA,F,"$494,000 ",1 (2007),"$494,000 "
2007 - 2008,676,Brian Boucher,SJS,G,"$490,000 ",1 (2007),"$490,000 "
2007 - 2008,676,Cody McLeod,COL,LW,"$490,000 ",1 (2007),"$490,000 "
2007 - 2008,678,Mark Smith,CGY,C,"$487,500 ",1 (2007),"$487,500 "
2007 - 2008,679,Chris Thorburn,WPG,C,"$485,000 ",1 (2007),"$485,000 "
2007 - 2008,680,Alex Burrows,VAN,LW,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Ben Guite,COL,RW,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Brad Winchester,DAL,LW,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Bruno Gervais,NYI,D,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Chris Simon,MIN,RW,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Cody McCormick,COL,C,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Craig Weller,ARI,RW,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Doug Janik,TBL,D,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Eric Godard,CGY,RW,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Jeff Finger,COL,D,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Jeff Giuliano,LAK,LW,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Jeremy Reich,BOS,C,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Jerred Smithson,NSH,C,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Johnny Pohl,TOR,C,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Krys Barch,DAL,RW,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Mathias Tjarnqvist,ARI,LW,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Mathieu Darche,TBL,LW,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Matt Ellis,LAK,LW,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Mike Mottau,NJD,D,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Nigel Dawes,NYR,LW,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Quintin Laing,WSH,LW,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Raitis Ivanans,LAK,D,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Richard Park,NYI,C,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Scott Parker,COL,RW,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Sean Hill,MIN,D,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Shea Weber,NSH,D,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Tomas Kopecky,DET,C,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Ville Koistinen,NSH,D,"$475,000 ",1 (2007),"$475,000 "
2007 - 2008,680,Zack MacQueen,EDM,RW,"$475,000 ",1 (2007),"$475,000 "
2006 - 2007,1,Jaromir Jagr,NYR,RW,"$8,360,000 ",1 (2006),"$8,360,000 "
2006 - 2007,2,Brad Richards,TBL,C,"$7,800,000 ",1 (2006),"$7,800,000 "
2006 - 2007,3,Alexei Yashin,NYI,C,"$7,600,000 ",1 (2006),"$7,600,000 "
2006 - 2007,3,Mats Sundin,TOR,C,"$7,600,000 ",1 (2006),"$7,600,000 "
2006 - 2007,3,Nicklas Lidstrom,DET,D,"$7,600,000 ",1 (2006),"$7,600,000 "
2006 - 2007,6,Patrik Elias,NJD,RW,"$7,500,000 ",1 (2006),"$7,500,000 "
2006 - 2007,6,Zdeno Chara,BOS,D,"$7,500,000 ",1 (2006),"$7,500,000 "
2006 - 2007,8,Vincent Lecavalier,TBL,C,"$7,166,667 ",1 (2006),"$7,166,667 "
2006 - 2007,9,Bryan McCabe,TOR,D,"$7,150,000 ",1 (2006),"$7,150,000 "
2006 - 2007,10,Ed Jovanovski,ARI,D,"$7,000,000 ",1 (2006),"$7,000,000 "
2006 - 2007,10,Jarome Iginla,CGY,RW,"$7,000,000 ",1 (2006),"$7,000,000 "
2006 - 2007,12,Nikolai Khabibulin,CHI,G,"$6,750,000 ",1 (2006),"$6,750,000 "
2006 - 2007,12,Scott Niedermayer,ANA,D,"$6,750,000 ",1 (2006),"$6,750,000 "
2006 - 2007,14,Joe Thornton,SJS,C,"$6,670,000 ",1 (2006),"$6,670,000 "
2006 - 2007,15,Wade Redden,OTT,D,"$6,500,000 ",1 (2006),"$6,500,000 "
2006 - 2007,16,Chris Pronger,ANA,D,"$6,250,000 ",1 (2006),"$6,250,000 "
2006 - 2007,17,Sergei Fedorov,CBJ,C,"$6,080,000 ",1 (2006),"$6,080,000 "
2006 - 2007,18,Marian Hossa,WPG,RW,"$6,000,000 ",1 (2006),"$6,000,000 "
2006 - 2007,18,Markus Naslund,VAN,LW,"$6,000,000 ",1 (2006),"$6,000,000 "
2006 - 2007,18,Martin Havlat,CHI,C,"$6,000,000 ",1 (2006),"$6,000,000 "
2006 - 2007,18,Martin St. Louis,TBL,RW,"$6,000,000 ",1 (2006),"$6,000,000 "
2006 - 2007,18,Marty Turco,DAL,G,"$6,000,000 ",1 (2006),"$6,000,000 "
2006 - 2007,18,Rob Blake,LAK,D,"$6,000,000 ",1 (2006),"$6,000,000 "
2006 - 2007,18,Roberto Luongo,VAN,G,"$6,000,000 ",1 (2006),"$6,000,000 "
2006 - 2007,25,Joe Sakic,COL,C,"$5,750,000 ",1 (2006),"$5,750,000 "
2006 - 2007,25,Peter Forsberg,NSH,C,"$5,750,000 ",1 (2006),"$5,750,000 "
2006 - 2007,27,Jose Theodore,COL,G,"$5,500,000 ",1 (2006),"$5,500,000 "
2006 - 2007,28,Olaf Kolzig,WSH,G,"$5,450,000 ",1 (2006),"$5,450,000 "
2006 - 2007,29,Todd Bertuzzi,FLA,RW,"$5,269,080 ",1 (2006),"$5,269,080 "
2006 - 2007,30,Simon Gagne,PHI,LW,"$5,250,000 ",1 (2006),"$5,250,000 "
2006 - 2007,31,Martin Brodeur,NJD,G,"$5,200,000 ",1 (2006),"$5,200,000 "
2006 - 2007,32,Alex Tanguay,CGY,LW,"$5,000,000 ",1 (2006),"$5,000,000 "
2006 - 2007,32,Daniel Briere,BUF,C,"$5,000,000 ",1 (2006),"$5,000,000 "
2006 - 2007,32,Evgeni Nabokov,SJS,G,"$5,000,000 ",1 (2006),"$5,000,000 "
2006 - 2007,32,Ilya Kovalchuk,WPG,LW,"$5,000,000 ",1 (2006),"$5,000,000 "
2006 - 2007,32,Marc Savard,BOS,C,"$5,000,000 ",1 (2006),"$5,000,000 "
2006 - 2007,32,Marian Gaborik,MIN,RW,"$5,000,000 ",1 (2006),"$5,000,000 "
2006 - 2007,32,Olli Jokinen,FLA,C,"$5,000,000 ",1 (2006),"$5,000,000 "
2006 - 2007,32,Pavel Kubina,TOR,D,"$5,000,000 ",1 (2006),"$5,000,000 "
2006 - 2007,32,Scott Gomez,NJD,C,"$5,000,000 ",1 (2006),"$5,000,000 "
2006 - 2007,41,Saku Koivu,MTL,C,"$4,750,000 ",1 (2006),"$4,750,000 "
2006 - 2007,42,Daniel Alfredsson,OTT,RW,"$4,676,510 ",1 (2006),"$4,676,510 "
2006 - 2007,43,Adam Foote,CBJ,D,"$4,600,000 ",1 (2006),"$4,600,000 "
2006 - 2007,44,Alex Kovalev,MTL,RW,"$4,500,000 ",1 (2006),"$4,500,000 "
2006 - 2007,44,Dany Heatley,OTT,RW,"$4,500,000 ",1 (2006),"$4,500,000 "
2006 - 2007,44,Dwayne Roloson,EDM,G,"$4,500,000 ",1 (2006),"$4,500,000 "
2006 - 2007,44,Jason Arnott,NSH,C,"$4,500,000 ",1 (2006),"$4,500,000 "
2006 - 2007,44,Paul Kariya,NSH,LW,"$4,500,000 ",1 (2006),"$4,500,000 "
2006 - 2007,44,Pavol Demitra,MIN,LW,"$4,500,000 ",1 (2006),"$4,500,000 "
2006 - 2007,44,Rick DiPietro,NYI,G,"$4,500,000 ",1 (2006),"$4,500,000 "
2006 - 2007,44,Rick Nash,CBJ,LW,"$4,500,000 ",1 (2006),"$4,500,000 "
2006 - 2007,44,Sergei Gonchar,PIT,D,"$4,500,000 ",1 (2006),"$4,500,000 "
2006 - 2007,53,Bobby Holik,WPG,C,"$4,250,000 ",1 (2006),"$4,250,000 "
2006 - 2007,53,Mattias Norstrom,LAK,D,"$4,250,000 ",1 (2006),"$4,250,000 "
2006 - 2007,53,Mike Modano,DAL,C,"$4,250,000 ",1 (2006),"$4,250,000 "
2006 - 2007,53,Miroslav Satan,NYI,RW,"$4,250,000 ",1 (2006),"$4,250,000 "
2006 - 2007,53,Tomas Kaberle,TOR,D,"$4,250,000 ",1 (2006),"$4,250,000 "
2006 - 2007,58,Brian Rafalski,NJD,D,"$4,200,000 ",1 (2006),"$4,200,000 "
2006 - 2007,59,Glen Murray,BOS,RW,"$4,150,000 ",1 (2006),"$4,150,000 "
2006 - 2007,60,Alexei Zhamnov,BOS,C,"$4,100,000 ",1 (2006),"$4,100,000 "
2006 - 2007,61,Kim Johnsson,MIN,D,"$4,050,000 ",1 (2006),"$4,050,000 "
2006 - 2007,62,Adrian Aucoin,CHI,D,"$4,000,000 ",1 (2006),"$4,000,000 "
2006 - 2007,62,Brendan Shanahan,NYR,LW,"$4,000,000 ",1 (2006),"$4,000,000 "
2006 - 2007,62,Brian Gionta,NJD,RW,"$4,000,000 ",1 (2006),"$4,000,000 "
2006 - 2007,62,Eric Staal,CAR,C,"$4,000,000 ",1 (2006),"$4,000,000 "
2006 - 2007,62,Erik Cole,CAR,LW,"$4,000,000 ",1 (2006),"$4,000,000 "
2006 - 2007,62,Jason Spezza,OTT,C,"$4,000,000 ",1 (2006),"$4,000,000 "
